name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Movies,Movies,Weyes Blood,4ZYFWXoHCIdsdgUdOMK9fr,2019-03-19,30,353732,0.0903,0.646,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,7,4,Sad
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,82,303373,0.388,0.652,0.338,3.72E-06,0.248,0.477,-10.054,0.0328,177.784,10,4,Happy
Mr. Blue Sky,Mr. Blue Sky - The Very Best of Electric Light Orchestra,Electric Light Orchestra,72zwzHx1vCC09p7VS20UZM,2012-10-09,0,224120,0.577,0.63,0.625,0.000197,0.376,0.656,-5.384,0.0408,173.943,5,4,Happy
Mr. Jones,August And Everything After,Counting Crows,5DiXcVovI0FcY2s0icWWUu,1993-01-01,77,272293,0.578,0.183,0.817,3.06E-06,0.285,0.726,-6.542,0.0363,141.621,0,4,Happy
Mudshovel,Dysfunction,Staind,6264zKFgXM13JuRBX4MMyD,1999-04-13,65,282093,0.328,0.000224,0.826,0.000944,0.0818,0.341,-5.085,0.0362,106.606,6,4,Energetic
"Murder Song (5, 4, 3, 2, 1) - Acoustic",All My Demons Greeting Me As A Friend (Deluxe),AURORA,6MM22AtXB7I5gfTErMF0mJ,2016-03-11,55,218666,0.398,0.902,0.0887,1.76E-06,0.0873,0.356,-13.683,0.0334,74.797,9,4,Sad
My Favourite Game,Best Of,The Cardigans,4LpOPF5RXZhS1GLzclhyaT,2008-01-25,0,220413,0.594,0.000156,0.766,0.00345,0.086,0.453,-7.598,0.0327,143.482,5,4,Energetic
My Hero,Greatest Hits,Foo Fighters,7u5dBtASrtOuBTTZjJrvuJ,2009-11-03,60,258973,0.364,6.01E-05,0.925,0.000251,0.0603,0.301,-4.224,0.0659,153.981,4,4,Energetic
My Lotus Flower & Me,My Lotus Flower & Me,Finn Andrews,0vWj6wEjdDU1OjgilHN3i4,2020-01-03,0,221476,0.409,0.834,0.236,0.00229,0.127,0.237,-12.908,0.0422,139.459,2,5,Calm
My Mistakes,My Mistakes,Matthew Nolan,01iY9wuMjG4Q5GMCebu27S,2020-07-10,50,194166,0.464,0.878,0.268,0,0.0939,0.167,-10.288,0.0464,143.755,8,4,Sad
My Own Worst Enemy,A Place In The Sun,Lit,33iv3wnGMrrDugd7GBso1z,1999-02-22,72,169026,0.494,0.00129,0.946,0,0.398,0.741,-2.757,0.0637,103.408,4,4,Energetic
My Sharona,Get The Knack,The Knack,1HOMkjp0nHMaTnfAkslCQj,1979-01-01,74,295400,0.586,0.0589,0.7,0.00125,0.0318,0.897,-9.558,0.0363,147.245,0,4,Happy
My Way - Marcus Santoro Remix,My Way (ft. Alice Berg) [Marcus Santoro Remix],Nicky Romero,29pQasEiyy3Otgq55dzyTt,2019-03-19,0,181147,0.563,0.0122,0.882,2.09E-06,0.0641,0.296,-4.755,0.0596,125.043,1,4,Energetic
Mykki,LoveLaws,TT,1Lq9ieTRd9TtXXBh5y63E6,2018-05-18,25,250373,0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,7,4,Sad
Mystery of Love,Call Me By Your Name (Original Motion Picture Soundtrack),Various Artists,4HbeGjbt7u3pvwDk1vN7P0,2017-11-03,69,248964,0.365,0.94,0.273,0.431,0.109,0.238,-16.526,0.038,132.285,4,5,Calm
Nazareth,Nazareth,Matteo Myderwyk,2cRD4yq8e8wd6PxS0zhuW3,2019-10-17,22,146125,0.378,0.995,0.0181,0.881,0.104,0.16,-31.001,0.0552,86.533,8,1,Calm
Nazareth,Nazareth,The Staves,03JgKNVxicoLINfg3q8qBv,2020-08-07,43,250162,0.494,0.982,0.106,4.93E-05,0.0777,0.211,-16.851,0.0316,105.877,3,4,Calm
Need You - Ed. & Gustav Munk Remix,Need You (Remixes),Faustix,4cLXtRF6cIFGcuid2OLyUU,2019-09-20,52,200880,0.656,0.00352,0.723,0,0.345,0.412,-7.693,0.0366,125.005,7,4,Happy
Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,5vckEy9NZ6kirDU4UX4bVl,2019-06-07,56,192000,0.587,0.207,0.85,0,0.64,0.528,-3.904,0.0654,127.914,11,4,Energetic
Never Letting Go,Never Letting Go,Audien,5llPdGZJjJFJv9aL6ZaiLY,2018-11-09,58,172519,0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,1,4,Happy
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,2020-08-07,37,206584,0.764,0.666,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,8,4,Sad
Night,Night,Wilson Trouvé,7D04SRPxcqHXjoK0YFPuAq,2020-04-24,31,192941,0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,0,5,Calm
Night Moves,Night Moves,Bob Seger,6UBjSnyP1O5W5ndJoO9vUk,1976-10-22,71,324422,0.705,0.432,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,1,4,Happy
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,2016-07-04,38,340768,0.268,0.0656,0.494,2.61E-05,0.123,0.136,-7.219,0.0321,102.065,4,3,Sad
Night Surrender,Night Surrender,DeLange,0kox8HaEK0EfeWcNVTOKTy,2020-07-17,38,193653,0.211,0.993,0.00977,0.891,0.0996,0.13,-25.787,0.0396,175.397,1,4,Calm
No More 54,No More 54,Dada Life,7LgkgNtOYgWfSJsGgDXFop,2019-03-22,46,196273,0.541,0.000492,0.967,0.676,0.103,0.134,-5.682,0.0529,126.026,1,4,Energetic
No One Knows,Songs For The Deaf,Queens of the Stone Age,0melIwOKh1JH4RjI1Is10w,2002,36,278653,0.509,0.0329,0.583,0.000124,0.359,0.67,-4.902,0.0615,170.886,0,4,Energetic
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,2020-06-12,75,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Sad
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2020-02-13,82,242265,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,4,4,Sad
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,2016-06-03,66,237973,0.581,0.893,0.4,0.576,0.161,0.433,-8.739,0.0291,112.331,2,4,Sad
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,2019-03-05,50,212460,0.877,0.776,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3,4,Sad
North,Solo (1*),Ton Snijders,3AtuVA6OJB7ZxBbMfA5qYx,2020-08-07,26,126480,0.522,0.994,0.0155,0.927,0.0949,0.119,-28.022,0.0441,91.764,10,4,Calm
North Captiva,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i,2020-06-12,48,194495,0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,9,4,Calm
Not About Angels,Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,2014-04-13,74,189475,0.405,0.964,0.111,4.37E-05,0.0872,0.219,-11.879,0.0369,116.86,0,4,Calm
Not Alone,Not Alone,Otto Knows,7tx0NDsCViutjOyd1c4A28,2016-11-25,44,215447,0.68,0.00538,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122,7,4,Happy
Nothing’s Gonna Happen,Good Woman,The Staves,4WM5HfHQZ0N4o8HDNwRmRk,2021-02-05,56,216746,0.36,0.77,0.209,5.1E-05,0.129,0.213,-12.289,0.0322,75.349,2,4,Calm
Now or Never,Now or Never,Kenji,3YmpXT8fPfT8gIzvTVJa3R,2017-08-07,34,234011,0.655,0.025,0.891,0.0263,0.134,0.125,-2.842,0.0432,159.912,9,4,Energetic
Nowhere Kids,Shapeshifter,Smile Empty Soul,08EI81e55Lcqg2ZelJOXcG,2016-04-01,36,248413,0.511,0.000106,0.914,0.00097,0.195,0.393,-5.31,0.0457,99.011,8,4,Energetic
Nunchi,Nunchi,Heroplanet,7qfUtR9mhwE3Eijc35SH9c,2018-01-01,36,227481,0.578,0.119,0.635,0.0381,0.0657,0.487,-6.676,0.0508,79.999,8,4,Energetic
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,2015-01-21,61,216186,0.404,0.274,0.48,8.63E-06,0.132,0.2,-8.906,0.0303,129.162,9,3,Sad
October Rain,Recollections Vol. 4,Various Artists,2jdeYpaoWR0VMIyKrgQMQE,2020-03-27,36,177077,0.187,0.992,0.014,0.923,0.0925,0.144,-29.31,0.0418,69.012,9,4,Calm
Oh Happy Day,Oh Happy Day: The Best Of The Edwin Hawkins Singers,The Edwin Hawkins Singers,34yIb7hw5SuR80au1BHTtt,2001-08-07,50,308600,0.321,0.0961,0.462,0,0.102,0.457,-10.711,0.0346,116.782,8,4,Happy
"Oh, Happiness",Church Music,David Crowder Band,6l57i9haIUcYlXj6KIEne1,2009-01-01,31,197360,0.467,0.0433,0.87,0,0.588,0.384,-5.499,0.0704,99.502,9,4,Happy
Old Now,The Kingfisher,Rosemary & Garlic,3xz0695PzzLPN28B6jgi0y,2015-01-10,56,289970,0.491,0.82,0.406,0.245,0.122,0.279,-13.309,0.0278,140.051,5,3,Calm
Old Rain on a New Day,Celestial Siren,Cora Zea,5P8BZ67Vw2CUwAYi12yvYj,2020-03-13,54,225500,0.286,0.971,0.14,0.892,0.134,0.154,-16.496,0.0346,119.191,7,4,Calm
Older Than I Am,Three. Two. One.,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,2020-04-24,66,181533,0.44,0.891,0.306,0,0.103,0.201,-8.947,0.0363,117.288,9,4,Sad
On Another Ocean (January / June),On Another Ocean (January / June) [Edit],Fleet Foxes,2fgMzSoDaPrU4EYsrkAwVn,2017-09-29,0,263373,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,7,4,Sad
On My Way (feat. Jordan Kaahn),On My Way (feat. Jordan Kaahn),Robbie Rivera,0kDTkI3VN3LEObv3v3ehhY,2018-07-20,48,218000,0.661,0.0188,0.93,0.00146,0.0919,0.367,-4.208,0.0617,122.052,7,4,Happy
One More Night,One More Night,Labi Ramaj,0Ov2L3hgjc5TlxKuBpKOQK,2020-02-20,41,180972,0.62,0.00402,0.897,8.56E-05,0.108,0.183,-3.595,0.086,126.013,11,4,Energetic
One Night - D.O.D Remix,One Night (D.O.D Remix),Cedric Gervais,5Q0VxlFh80F3LmbGnuDE4M,2018-05-04,41,252500,0.681,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,1,4,Energetic
One Step Closer,Hybrid Theory,Linkin Park,61fUybL3XS40gcffnnNPoX,2000-10-24,54,157333,0.492,0.0014,0.969,1.32E-06,0.0787,0.538,-4.419,0.0491,95.136,9,4,Energetic
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,2016-03-04,0,268455,0.373,0.906,0.178,0.558,0.109,0.0933,-15.52,0.0303,108.605,7,4,Sad
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55,149013,0.545,0.362,0.255,1.77E-05,0.0841,0.831,-14.844,0.0311,98.088,8,4,Sad
Open Fields,Open Fields,Faelt,24CJS73HBvYtVguUZBnyAn,2020-06-30,39,183181,0.491,0.97,0.197,0.916,0.214,0.216,-19.261,0.0298,132.106,4,4,Calm
Open Skies,Open Skies,Lost Horse Mine,5bATh5zpKb6uauocsl0XRM,2020-04-28,52,154863,0.56,0.00104,0.559,0.812,0.123,0.0869,-7.807,0.0274,133.044,0,4,Calm
Orbits,Orbits,Halfway Escape,6jFX2sHOzh7tpIIOomlrqJ,2020-07-07,33,204827,0.438,0.855,0.404,0.881,0.11,0.4,-13.924,0.039,116.142,6,4,Calm
Our Lady of Sorrows,"I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,46mPWQpvSFkXrr5nWoWW74,2002,50,125626,0.271,0.00099,0.931,0,0.182,0.382,-6.81,0.0785,142.407,1,4,Energetic
Our Remains,Our Remains,Beta Radio,6pBxnT5MpmA4apvkJkKVii,2018-04-06,0,244120,0.329,0.867,0.319,0.0399,0.114,0.29,-12.078,0.0335,198.116,1,4,Calm
Out Of Control,The Reason,Hoobastank,2Uk3uky365BBGidUpOtKvw,2003-01-01,0,162106,0.443,0.00161,0.973,0,0.353,0.458,-4.386,0.133,157.872,4,4,Energetic
Out of Control,Blind Spot,Lush,13i7d4s5EkgOIDHdzM0R4w,2017-09-30,0,262253,0.328,0.0041,0.799,6.29E-06,0.069,0.502,-5.992,0.0296,169.896,2,3,Sad
Out Of Control - Pat Vocal Mix,Out Of Control EP,Lupe Fuentes,6wCsrMyI3DavGvodBx8A7h,2017-11-27,43,193548,0.864,0.00875,0.742,0.394,0.41,0.689,-6.117,0.043,124.009,1,4,Energetic
Out of the Deep,Out Of The Deep,Olivia Belli,6HrPFcVFz9wTBqqIrpJ8iB,2020-03-13,45,193207,0.2,0.992,0.0212,0.903,0.0929,0.0631,-32.285,0.0499,74.852,0,1,Calm
Outside,Outside,MorMor,7Cx3kiPstZOSKAqTe3LtEi,2019-03-21,51,238020,0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,1,4,Sad
Over My Head (Better Off Dead),Does This Look Infected?,Sum 41,3SO0vfryYv381w1ImgWONG,2002-01-01,49,149306,0.44,0.00222,0.919,0.00503,0.0892,0.773,-4.462,0.0735,184.324,7,4,Energetic
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,3oQomOPRNQ5NVFUmLJHbAV,2001-09-25,71,211933,0.671,0.912,0.153,5.53E-05,0.0771,0.658,-13.569,0.0404,85.6,0,4,Happy
Overcomer,Overcomer,Mandisa,5legkLUDyq0qOg4TR7wUAs,2013-01-01,58,223626,0.697,0.00173,0.944,0.000162,0.32,0.846,-2.796,0.0327,119.994,7,4,Happy
Overused (feat. gnash),Overused (feat. gnash),Clara Mae,74I76sDq0rPJV3FP4fq44d,2020-05-22,54,161195,0.503,0.647,0.525,0,0.104,0.681,-7.79,0.134,115.6,0,4,Sad
Pain,A Deeper Understanding,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,2017-08-25,60,330760,0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,7,4,Sad
Panoramic Feelings (Piano Version),Panoramic Feelings (Piano Version),LudoWic,3hxqWxFfmbIYcrV0e7wSyL,2019-10-25,33,230284,0.25,0.991,0.00846,0.896,0.0853,0.0638,-24.348,0.0373,78.552,8,1,Calm
Papercut,Hybrid Theory (Bonus Edition),Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1,2000-10-24,73,184866,0.524,0.00022,0.939,0,0.623,0.661,-3.994,0.113,150.184,9,4,Energetic
Paperthin Hymn,Never Take Friendship Personal,Anberlin,6VSmHLLvYAAkzrYFT3LloU,2005-01-01,53,197480,0.298,0.00111,0.597,0,0.0819,0.536,-12.107,0.0343,180.434,5,4,Energetic
Parabel,Parabel,Matteo Myderwyk,4IrzpCIP60bro2wkBq5dIi,2019-12-13,22,133000,0.354,0.976,0.0214,0.903,0.0957,0.148,-32.492,0.0388,112.008,6,4,Calm
Paradise,Mylo Xyloto,Coldplay,6nek1Nin9q48AVZcWs9e9D,2011-10-24,80,278719,0.449,0.0522,0.585,8.49E-05,0.0833,0.203,-6.762,0.0268,139.627,5,4,Happy
Paralyzer,Them vs. You vs. Me,Finger Eleven,6k1njNBYUIQgWJLG4ed26y,2007-03-06,0,208106,0.646,0.159,0.938,0,0.235,0.888,-3.453,0.0448,106.029,11,4,Energetic
Part Of Me,Part Of Me,Joel Baker,6NbdLcRduH8VWgBrX2fJby,2020-11-20,48,174049,0.629,0.683,0.473,0,0.152,0.245,-5.571,0.0331,84.822,9,4,Sad
Pass The Hours,Pass The Hours,MorMor,4EVpdoFt3L6sAa4hivmWz9,2018-12-07,54,223440,0.778,0.179,0.639,0.000934,0.322,0.543,-5.985,0.0292,119.977,6,4,Sad
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,2020-04-24,60,245945,0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,11,4,Sad
Path to Serenity,Path to Serenity,Arya Shae,6FI69Qkt6C2yBTVLC8zq34,2020-03-28,54,214277,0.134,0.961,0.0601,0.869,0.109,0.0388,-19.866,0.0352,73.855,7,1,Calm
Peaches,Peaches,Parker,5rV7GRSaLDrBBK4pu9la8h,2017-01-26,33,168000,0.565,0.000445,0.979,0.0849,0.206,0.372,-1.586,0.0424,160.001,5,4,Energetic
People Are Strange - Festival Mix,People Are Strange (Incl. Festival Mix),KAAZE,5b61rcrjF6JG7yq0RRaOLh,2019-11-01,51,195468,0.636,0.00222,0.912,0.0269,0.598,0.0765,-5.671,0.091,127.963,11,4,Energetic
People Help the People,Birdy (Deluxe Version),Birdy,6XRNCAnxJIB1p4RPdFVSq0,2011-11-04,58,256236,0.407,0.778,0.308,1.46E-05,0.092,0.153,-9.001,0.0296,73.254,10,3,Sad
Petrichor,Petrichor,Cecelya,22KKy6ftT0i4nyGNCbwc1B,2019-01-29,54,118321,0.319,0.937,0.122,0.905,0.167,0.214,-16.69,0.0373,70.263,4,4,Calm
"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",Beethoven Piano Sonatas,Ludwig van Beethoven,4QNjuUkLHj47tEXgA6TFc3,2010-01-01,30,372173,0.274,0.995,0.00332,0.909,0.175,0.17,-41.45,0.0424,67.765,1,1,Calm
Pierre,Virgule,Hicham Chahidi,1qlVrqeX158nz91Z72lzaa,2018,35,182000,0.356,0.989,0.0499,0.943,0.135,0.153,-24.949,0.0407,67.11,11,4,Calm
Pink Rupture,Pink Rupture,Kornum & Karma,3L47u91Y7YIGPpLPBrulh0,2018-04-27,51,348907,0.736,0.00178,0.356,0.704,0.0925,0.525,-8.676,0.0405,118.002,4,4,Happy
Placidity,Placidity,Estado De Calma,1XtkmIXg2o5SqOrNI8Szvk,2019-08-19,50,165268,0.261,0.474,0.25,0.893,0.0882,0.0827,-18.526,0.0339,153.045,7,4,Calm
Planet,PLANET,Sofiane Pamart,1gIZhNdfbkGJ2iyOZJmW9O,2019-11-22,0,151400,0.549,0.988,0.0604,0.869,0.111,0.113,-23.059,0.0332,113.98,6,3,Calm
Play The Ghost,Play The Ghost,Sarah Davachi,0nL2bTth1UVQHWDDumMm3f,2020-08-06,31,301291,0.118,0.911,0.0567,0.879,0.106,0.0391,-19.274,0.0427,83.721,11,4,Sad
Please Be Patient with Me,Sky Blue Sky,Wilco,6KjhpY9ylfLNEJx6RB7xJC,2007-05-11,35,197133,0.462,0.928,0.147,0.165,0.115,0.151,-13.357,0.0323,91.694,3,3,Calm
Poem,Welcome,Taproot,7mQwxVogsnpR3h6AJLQLlR,2002-09-30,57,189200,0.364,0.000104,0.912,0.0025,0.086,0.666,-2.968,0.107,105.368,7,4,Energetic
Points of Authority,Hybrid Theory,Linkin Park,04mlpyRplis2yvf18EwaeN,2000-10-24,45,200240,0.512,0.03,0.97,0,0.0994,0.427,-3.886,0.212,94.952,8,4,Energetic
Polyamorous,Breaking Benjamin: Digital Box Set,Breaking Benjamin,1OvDGGu8KDbchlJTlM48Mr,2009-01-01,37,176946,0.544,0.000132,0.895,0.107,0.147,0.875,-6.207,0.0522,98.128,1,4,Energetic
Pour Les Oiseaux,Des Plumes Dans La Tête,Sylvain Chauveau,4NFa9tjhONF6lnu4SRbfG9,2010-02-21,0,76773,0.376,0.965,0.0879,0.944,0.099,0.308,-19.815,0.0423,70.433,0,4,Calm
Prayer Of The Refugee,Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,Rise Against,3wTyLh0vhP3dN5yv0Mti17,2012-01-01,0,199386,0.198,0.00131,0.977,4.62E-05,0.23,0.351,-3.499,0.173,195.795,3,4,Energetic
Prelude,Prelude,Marynka,1QmdL4qnNkm8FDuseRMf21,2020-05-22,30,223500,0.306,0.996,0.0846,0.901,0.0909,0.118,-27.607,0.0535,164.732,1,4,Calm
Prelude 6 - Pt. 1,Voices,Max Richter,2R7BzSG2pPB99uJbU3lLmK,2020-07-31,55,161266,0.134,0.992,0.0407,0.794,0.117,0.043,-31.537,0.0426,217.95,10,4,Calm
Prelude in F,Prelude in F,Alexander Motovilov,6CaQoqHFR0naK53v3jNGUT,2020-08-07,19,109000,0.461,0.968,0.272,0.946,0.113,0.533,-24.315,0.0363,122.731,8,3,Calm
Presence,Presence,Van Stiles,02QoKc20zzH9A8mf25NfPq,2019-09-20,49,125500,0.616,0.966,0.292,0.927,0.0955,0.0633,-16.837,0.0423,127.008,2,1,Calm
Pressure,Pressure,Seth Hills,7f2d3p6nzGFR6874f0E7E7,2019-12-20,49,135585,0.708,0.00885,0.863,0.366,0.285,0.437,-4.001,0.0606,127.981,9,4,Energetic
Pretty Awkward,Pretty Awkward,BLAEKER,5Dw6j3XvuXtG6xe7GmizF7,2018-01-26,0,232010,0.582,0.122,0.666,0,0.168,0.397,-6.567,0.178,160.042,11,4,Energetic
Promise,Horrorscope,Eve 6,5mqEL5pgnDCcWtTWpAofIV,2000,48,176506,0.62,0.00791,0.85,0,0.0769,0.715,-4.096,0.0327,107.982,9,4,Energetic
Promise,Every Kingdom,Ben Howard,4qyfir5Yr7nfo05g6cyFMT,2011-01-01,65,384080,0.367,0.889,0.189,0.428,0.364,0.177,-15.736,0.0384,156.643,2,4,Calm
Pumped Up Kicks,Torches,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,2011-05-23,84,239600,0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,5,4,Happy
Quick Canal (W/ Laetita Sadier),Logos,Atlas Sound,2mJhNvt2dDCfcNn8IZg6sF,2009-10-19,42,518373,0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,7,4,Sad
Quiet Room,Music For Mindfulness,Various Artists,5uTfZTuLLGbq1qFYwzg7jX,2017-10-20,0,156413,0.374,0.995,0.068,0.934,0.119,0.241,-21.842,0.0517,66.01,11,4,Calm
"Quiet, The Winter Harbor",Still EP,Mazzy Star,1OArWxrw689jZXaJzSErbh,2018-06-01,37,255358,0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737,0.0329,145.293,5,3,Sad
Raven's Feather - Piano Solo,Raven's Feather (Piano Solo),Nina June,7sBlA4bK7gpf2H42K6Y0H3,2019-12-20,34,256259,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,10,4,Calm
Rayons de soleil,Rayons de soleil,Marlies du Mosch,13SBuUaDElB4vowkW6nQxk,2020-08-07,18,245200,0.315,0.987,0.102,0.954,0.104,0.169,-22.435,0.0423,63.679,11,5,Calm
Reality,Reality EP,Chocolate Puma,3sqyZAk7dUY3U4ApoJcRzJ,2018-10-22,42,213750,0.651,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,6,4,Happy
Rebuscano,Rebuscano,Olivia Belli,55VX26X342cWBM7akigws7,2020-06-26,37,173319,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2,4,Calm
Recording 15,Living Water,Shannon Lay,1vNfYCzcCJz0FY7MVVA9lM,2017-09-22,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,Sad
Recover,Recover,FWA,6LNo6t9HD5rARtlh8rbi40,2020-10-08,49,168467,0.487,0.857,0.234,0,0.195,0.54,-6.919,0.0441,179.239,11,4,Sad
Reinventing Your Exit,They're Only Chasing Safety,Underoath,591vJuuep0gfPhx9p8WPD5,2004-01-01,57,262573,0.45,0.000124,0.978,7.14E-06,0.361,0.268,-4.198,0.0637,155.014,9,4,Energetic
Remains,Remains,Dries Beheydt,288oxP29Qe5FikFIc1b1Gd,2020-04-25,32,228622,0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,7,4,Calm
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,2020-04-01,73,130545,0.593,0.794,0.229,0,0.167,0.42,-8.888,0.0307,117.823,9,4,Sad
Renegades Of Funk,Renegades,Rage Against The Machine,5YBVDvTSSSiqv7KZDeUlXA,2000-12-05,66,274160,0.651,0.00184,0.908,0.000579,0.384,0.769,-4.019,0.0577,123.851,2,4,Energetic
Rescue Me,Rescue Me,DubVision,7DP18u679fMurjsUxuxMHu,2019-06-14,57,187382,0.494,0.069,0.739,0.000368,0.0664,0.235,-4.61,0.0427,128.007,6,4,Energetic
Rescue Me,Rescue Me,James Gillespie,4f4cfvGeRK3t2rNZcB4ybd,2020-04-24,52,196026,0.56,0.355,0.712,1.83E-05,0.212,0.375,-7.862,0.0574,80.919,10,4,Sad
Retrospectacular,Retrospectacular,Domaine Blanc,58Z8R4KZPbfTc6KVYZLwTb,2020-06-01,50,200000,0.368,0.81,0.293,0.864,0.11,0.197,-16.379,0.0346,119.977,9,4,Calm
Revitalize,Unification,Yonder Dale,1sPC2IR2UwzYUrItFRE1H3,2020-05-22,34,198545,0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,9,4,Calm
Ring The Alarm - Stadiumx Remix,Ring The Alarm (Remixes),Nicky Romero,3LmiKN6q3OwFD3sV8rhkk2,2019-04-19,45,173333,0.625,0.00032,0.994,0.0461,0.767,0.35,-1.689,0.0501,125.032,1,4,Energetic
Rio (feat. Digital Farm Animals) - Hush Remix,Rio (Remixes) (feat. Digital Farm Animals),Netsky,4zqJQSBQ0CzWn7ZF9P7ohk,2015-09-04,34,258000,0.624,0.0462,0.782,0.00653,0.355,0.503,-5.642,0.111,160.04,5,4,Energetic
Riot Call (feat. Nevve) - Snuf Remix,Riot Call (feat. Nevve) [Remixes],QUIX,6bjW9EsRPP9n7cMHxAe9nv,2017-07-14,0,203360,0.601,0.369,0.905,0.000113,0.163,0.442,-5.044,0.158,81.956,8,4,Energetic
Rise (ft. Matluck) - Thomas Gold Remix,Rise (ft. Matluck) [Thomas Gold Remix],Nicky Romero,24fghf9YPlSHoWKNHign8p,2018-10-10,0,225937,0.501,0.0071,0.784,0.000257,0.155,0.216,-4.292,0.0417,128.052,7,4,Energetic
River,Bones,St Woods,2mXnsGgq0K4qfcYmw0rccK,2020-05-08,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11,4,Sad
Riverside,Philharmonics,Agnes Obel,1UmFRZU3taMGZApPhK32mc,2010-10-04,3,228546,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,9,3,Sad
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,3gdewACMIVMEWVbyb8O9sY,1972-05-19,82,281613,0.601,0.432,0.532,6.25E-06,0.0925,0.341,-9.119,0.0286,136.571,10,4,Happy
Romance,Ex:Re,Ex:Re,7Ky78y9gxAKlujRin3vzZf,2018-11-30,0,403469,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9,4,Sad
Roses,Speakerboxxx/The Love Below,OutKast,6bUNEbXT7HovLW6BgPCBsb,2003,72,369573,0.751,0.0481,0.708,1.83E-05,0.107,0.509,-5.645,0.0545,108.97,0,4,Happy
Run Away,Run Away feat. Sophie Rose,Sam F,1iDAnwGloHY2wTjALVTlrV,2018-01-26,35,146531,0.608,0.0325,0.875,5.21E-05,0.0506,0.54,-3.135,0.0936,165.972,1,4,Energetic
